t,x,y,hope,joy,satisfaction,fear
65,4.4761677,4.8200045,0.45125,0.0,0.0,0.45125
66,4.089274,4.8200045,0.44875,0.0,0.0,0.44875
67,3.5697308,4.8200035,0.4475,0.0,0.0,0.4475
68,2.9213629,4.8200035,0.75,0.0,0.0,0.445
69,2.6637232,4.8200035,0.74625,0.0,0.0,0.4425
70,2.6637232,4.8200035,0.7425,0.0,0.0,0.44
71,2.6637232,4.8200035,0.73875,0.0,0.0,0.43875
72,2.4037364,4.8200035,0.735,0.0,0.0,0.43625
73,2.4037364,4.8200035,0.73125,0.0,0.0,0.43375
74,2.4037364,4.8200035,0.7275,0.0,0.0,0.43125
75,2.1437492,4.8200035,0.72375,0.0,0.0,0.43
76,2.178704,4.433426,0.72,0.0,0.0,0.4275
77,2.179998,4.043536,0.7175,0.0,0.0,0.425
78,2.179998,3.3938656,0.71375,0.0,0.0,0.42375
79,2.1261666,2.9315133,0.71,0.0,0.0,0.42125
80,2.0799563,2.6182523,0.70625,0.0,0.0,0.41875
81,1.7914885,2.365775,0.7025,0.0,0.0,0.41625
82,1.5168749,2.1449142,0.69875,0.0,0.0,0.415
83,1.0559912,1.9041667,0.69625,0.0,0.0,0.4125
84,1.0559912,1.9041667,0.875,0.0,0.0,0.41125
85,1.0559912,1.9041667,0.87125,0.0,0.0,0.40875
86,1.0559912,1.9041667,0.86625,0.0,0.0,0.40625
87,1.0559912,1.9041667,0.8625,0.0,0.0,0.405
88,1.0559912,1.9041667,0.8575,0.0,0.0,0.4025
89,1.3159782,1.9041667,0.85375,0.0,0.0,0.4
90,1.4904613,2.0969071,0.84875,0.0,0.0,0.39875
91,1.4904613,2.0969071,0.845,0.0,0.0,0.39625
92,1.4904613,2.0969071,0.84125,0.0,0.0,0.395
93,1.4904613,2.0969071,0.83625,0.0,0.0,0.3925
94,1.7504483,2.0969071,0.8325,0.0,0.0,0.39125
95,2.131297,2.1808062,0.82875,0.0,0.0,0.38875
96,2.6361856,2.0564666,0.82375,0.0,0.0,0.38625
97,3.2599182,2.0200243,0.82,0.0,0.0,0.385
98,3.6849103,2.0200243,0.81625,0.0,0.0,0.3825
99,3.6849103,2.0200243,0.81125,0.0,0.0,0.38125
100,3.7970088,2.3432765,0.8075,0.0,0.0,0.37875
101,3.8366199,2.9835367,0.80375,0.0,0.0,0.3775
102,3.8366199,2.9835367,0.8,0.0,0.0,0.375
103,3.8366199,2.9835367,0.79625,0.0,0.0,0.37375
104,3.8366199,2.9835367,0.79125,0.0,0.0,0.37125
105,3.8366199,2.9835367,0.7875,0.0,0.0,0.37
106,3.82001,2.724852,0.78375,0.0,0.0,0.3675
107,3.818441,2.3952856,0.78,0.0,0.0,0.36625
108,3.5820951,2.1766381,0.77625,0.0,0.0,0.36375
109,2.9339716,2.179994,0.7725,0.0,0.0,0.3625
110,2.676203,2.179994,1.0,0.0,0.0,0.36
111,2.676203,2.179994,0.995,0.0,0.0,0.35875
112,2.676203,2.179994,0.99,0.0,0.0,0.3575
113,2.676203,2.179994,0.985,0.0,0.0,0.355
114,2.4162161,2.179994,0.98,0.0,0.0,0.35375
115,2.4162161,2.179994,0.975,0.0,0.0,0.35125
116,2.4162161,2.179994,0.97,0.0,0.0,0.35
117,2.156229,2.179994,0.965,0.0,0.0,0.34875
118,2.1729674,2.6996984,0.96125,0.0,0.0,0.34625
119,2.1799967,3.3492513,0.95625,0.0,0.0,0.345
120,2.1799967,3.867414,0.95125,0.0,0.0,0.3425
121,2.1799967,4.385393,0.94625,0.0,0.0,0.34125
122,2.179997,4.5971165,0.0,1.0,0.0,0.34
123,2.179997,4.5971165,0.0,0.995,0.0,0.3375
124,2.179997,4.5971165,0.0,0.99,0.0,0.33625
125,2.179997,4.5971165,0.0,0.985,0.0,0.335
126,2.179997,4.857104,0.0,0.98,0.0,0.3325
127,2.179997,4.857104,0.0,0.975,0.0,0.33125
128,2.828855,4.8200054,0.0,0.97,0.0,0.33
129,3.347288,4.8200054,0.0,0.965,0.0,0.3275
130,3.9960225,4.8200026,0.0,0.96125,0.0,0.32625
131,4.515481,4.8200026,0.0,0.95625,0.0,0.325
132,5.1633277,4.820003,0.0,0.95125,0.0,0.3225
133,5.6121097,4.81501,0.0,0.94625,0.0,0.32125
134,6.116339,4.6880236,0.0,0.94125,0.0,0.0375
135,6.746626,4.5292897,0.0,0.9375,0.0,0.0375
136,6.9987407,4.4657965,0.0,0.9325,0.0,0.075
137,7.22387,4.338139,0.0,0.9275,0.0,0.075
138,7.473567,4.1675572,0.0,0.9225,0.0,0.07375
139,7.992902,4.1799955,0.0,0.91875,0.0,0.1125
140,8.38113,4.1799955,0.0,0.91375,0.0,0.1125
141,8.770763,4.191427,0.0,0.90875,0.0,0.11125
142,8.980597,4.0214224,0.0,0.905,0.0,0.11125
143,9.300744,3.9789448,0.0,0.9,0.0,0.11
144,9.300744,3.9789448,0.0,0.89625,0.0,0.11
145,9.300744,3.9789448,0.0,0.89125,0.0,0.10875
146,9.560132,3.9789448,0.0,0.8875,1.0,0.10875
147,9.947396,3.9799895,0.0,0.8825,0.995,0.1075
148,10.711458,3.979989,0.0,0.8775,0.99,0.1075
